# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 654  of event 'cpu-clock'
# Event count (approx.): 3286431750
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                                                 IPC   [IPC Coverage]
# ........  ....................  .....................................................................................................................................................................................................................................................................  ....................
#
     0.15%  postgres              [.] 0x0000000000497d1b                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497d33                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497d38                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497d4e                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497da1                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497dd7                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059b939                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059b949                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059b9ce                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059ba62                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059bac2                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059bb1d                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059bb58                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059c927                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059c94e                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059c9c3                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000059c9e8                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000005a13ca                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000005a1418                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000005a1497                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000005a14a6                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000005a15ce                                                                                                                                                                                                                                                 -      -            
