# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 717  of event 'cpu-clock'
# Event count (approx.): 3603014625
#
# Overhead  Shared Object      Symbol                                                                                                                                                                                                                                                                 IPC   [IPC Coverage]
# ........  .................  .....................................................................................................................................................................................................................................................................  ....................
#
     0.14%  pin.so             [.] <pin_core::mutable::grouped::storage::Cursor>::current::<pin::storage_impl::PgStore>                                                                                                                                                                               -      -            
     0.14%  pin.so             [.] <pin_core::mutable::page::Page>::group_data                                                                                                                                                                                                                        -      -            
     0.14%  pin.so             [.] <pin_core::mutable::page::Page>::group_entry                                                                                                                                                                                                                       -      -            
     0.14%  pin.so             [.] <pin_core::mutable::page::Page>::group_node_info                                                                                                                                                                                                                   -      -            
     0.14%  pin.so             [.] <pin_core::mutable::page::Page>::owner                                                                                                                                                                                                                             -      -            
     0.14%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<(), pin::am::chosen_query::{closure#0}>::{closure#0}>                                                                                                         -      -            
     0.14%  pin.so             [.] pgrx_pg_sys::submodules::thread_check::check_active_thread                                                                                                                                                                                                         -      -            
     0.14%  pin.so             [.] pin_core::mutable::grouped::scan::scan_query::<pin::storage_impl::PgStore, pin::am::bitmap::bitmap_inner::{closure#0}::{closure#0}>                                                                                                                                -      -            
     0.14%  pin.so             [.] pin_core::mutable::load_any::<pin::storage_impl::PgStore>                                                                                                                                                                                                          -      -            
     0.14%  pin.so             [.] pin_storage_read                                                                                                                                                                                                                                                   -      -            
     0.14%  postgres           [.] ExecInitNode                                                                                                                                                                                                                                                       -      -            
     0.14%  postgres           [.] ExprEvalPushStep                                                                                                                                                                                                                                                   -      -            
     0.14%  postgres           [.] FetchPortalTargetList                                                                                                                                                                                                                                              -      -            
     0.14%  postgres           [.] GetSysCacheOid                                                                                                                                                                                                                                                     -      -            
     0.14%  postgres           [.] IncrBufferRefCount                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] PortalCleanup                                                                                                                                                                                                                                                      -      -            
     0.14%  postgres           [.] PortalRun                                                                                                                                                                                                                                                          -      -            
     0.14%  postgres           [.] index_endscan                                                                                                                                                                                                                                                      -      -            
     0.14%  postgres           [.] makeString                                                                                                                                                                                                                                                         -      -            
     0.14%  postgres           [.] nocachegetattr                                                                                                                                                                                                                                                     -      -            
     0.14%  postgres           [.] palloc0                                                                                                                                                                                                                                                            -      -            
     0.14%  postgres           [.] pgstat_report_activity                                                                                                                                                                                                                                             -      -            
     0.14%  postgres           [.] standard_ExecutorRun                                                                                                                                                                                                                                               -      -            
     0.14%  postgres           [.] xactGetCommittedInvalidationMessages                                                                                                                                                                                                                               -      -            
     0.14%  postgres           [.] 0x00000000001d7390                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001d73a7                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e35a0                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e35b3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e35c8                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3640                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3644                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3689                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3906                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e392f                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e394f                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e39d4                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3a02                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3ac4                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3ae0                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3ae3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3af9                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b09                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b12                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b1e                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b37                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b3f                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b48                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b4c                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b70                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3b7c                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3ba0                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000001e3bad                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003ba471                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003ba4a9                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003baa43                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003baa8c                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003baae3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003bb8a5                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003bb8a8                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003bb8c7                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d62fc                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d6334                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d6339                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d7e18                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d7e1e                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d7e3b                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d7e63                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003d7e79                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003e0280                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003e02be                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003e02dd                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003e02f5                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003e0374                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000003e0380                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000048e387                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497983                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497997                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000004979bf                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000004979d3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000004979fc                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497a15                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497c58                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497c61                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497c6b                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497ca3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497ca6                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497cb7                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497cc8                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497d07                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497d20                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497d24                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497d90                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497dc8                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000497f40                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000004980c0                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000004980d7                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000049813d                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b830                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b900                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b959                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b9b6                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b9c8                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b9ca                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059b9ce                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059ba62                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059ba6f                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059bac2                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059c91a                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059c920                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059c9b3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x000000000059c9c3                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005a14f2                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005a1510                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005a1530                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005a15a0                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005a15c9                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005c1970                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005c19aa                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005c7340                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000005c737d                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x0000000000759554                                                                                                                                                                                                                                                 -      -            
     0.14%  postgres           [.] 0x00000000007637d4                                                                                                                                                                                                                                                 -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
