# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 967  of event 'cpu-clock'
# Event count (approx.): 4859295875
#
# Overhead  Shared Object      Symbol                                                                                                                                                                                                                                          IPC   [IPC Coverage]
# ........  .................  ..............................................................................................................................................................................................................................................  ....................
#
     0.10%  postgres           [.] pgstat_count_io_op                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] smgrnblocks                                                                                                                                                                                                                                 -      -            
     0.10%  postgres           [.] 0x00000000001e394f                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000001e3ac4                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000001e3b2e                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000001e3b3f                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000001e3b45                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000001e3b5b                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000001e3ba5                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003ba465                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003ba471                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003baa3f                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003baa52                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003baa56                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003baab2                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003baadb                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003bb8a5                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003cc3ba                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003d6334                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003d7db7                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003e0281                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003e02b0                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003e02ed                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000003e0361                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000048e38e                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000048e392                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000048e395                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000048e39a                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497950                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497997                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000004979cd                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497c73                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497cb7                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497d00                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497d07                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497d3d                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497dc0                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497dd0                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000497dd7                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000059b9b6                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000059b9bb                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000059bafd                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000059c91d                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x000000000059c947                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000005a1497                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000005a14f2                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000005a15c9                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000005c19d9                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x0000000000772a00                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000007cd6f0                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] 0x00000000007cd757                                                                                                                                                                                                                          -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
